datetime,temp,feelslike,dew,humidity,precip,snow,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,description,source,city,temp_range,heat_index,severity_score,month,season,day_of_week,is_weekend,health_risk_score
2024-09-17,63.89760580395347,64.89616413138656,46.158875837553005,49.05983887833012,0.0094544747732533,0.0,1011.3591483213556,0.5049286523843397,15.33941929389186,266.75984643077146,22.3752965489812,9.104364273550765,0.5067099794218249,Clear conditions throughout the day.,fcst,Los Angeles,18.22427560671759,78.40789226028559,2.457919261575101,9.0,Fall,Tuesday,False,9.08998091645754
2024-09-14,70.253594767943,68.66688896566032,55.49825136466602,64.7014124376436,0.0025489537392369,0.0,1010.406752541268,8.281229889294513,14.86393782167017,261.99888824999107,21.64311424888513,7.954635674127971,0.383207882279336,Clear conditions throughout the day.,fcst,San Jose,21.891846035491856,74.66540912054683,3.33306592676437,9.0,Fall,Saturday,True,9.60835600169719
2024-09-09,75.88160270616947,72.74665833365479,51.68761147872749,43.11399999641799,-0.0021682330239005,0.0,1016.6333692547104,14.500474682127278,10.497428657273222,355.40650583047676,29.36607743681439,9.06433654921989,0.2358764608557843,Clear conditions throughout the day.,fcst,San Antonio,23.997817875915597,78.52506446373917,3.742027726171184,9.0,Fall,Monday,False,9.40193020622649
2024-09-17,68.08641512349949,67.38860918169657,52.83367677692465,58.40586730240444,0.0025446211115101,0.0,1027.0356075993184,74.15616808613491,14.912818155631024,200.68949112510032,16.868238193054147,6.99893632802158,0.5392573406239687,Partly cloudy throughout the day.,fcst,Philadelphia,18.27760367679692,76.0620194154592,3.3572837211617053,9.0,Fall,Tuesday,False,9.50703708756211
2024-09-19,63.76246166214547,64.51802091679424,48.812414980976385,55.88602194220732,-0.0058653610928066,0.0,1012.486825439114,-1.4794770675082816,14.822561535538515,237.9064546897706,21.032203243859904,8.089532043249985,0.5481398145283857,Clear conditions throughout the day.,fcst,San Jose,17.02907943420333,76.63383116605772,2.428447161675712,9.0,Fall,Thursday,False,9.223999879421385
2024-09-16,67.2356240464983,69.54056876202614,52.35073848910911,56.86002563496762,0.0885916536269917,0.0,1027.9386398369172,20.126682104815295,15.224926714208015,230.46602846989097,18.983567636534637,7.955921388460682,0.4519676433385429,Clear conditions throughout the day.,fcst,Philadelphia,13.18398876394212,76.07383510742028,3.2968615039514058,9.0,Fall,Monday,False,9.60603206049218
2024-09-18,87.63451662143144,87.06890604788616,62.865001846432506,49.19455044462226,-0.0004532545555505,0.0,1011.4691051971656,22.511835162238302,14.802470877205897,245.6573700350971,21.93819651822727,8.134493840880346,0.5200732974873005,Clear conditions throughout the day.,fcst,Dallas,16.463348410694277,88.19831525980189,3.698022889496984,9.0,Fall,Wednesday,False,10.725145800021998
2024-09-09,79.53339326192001,78.3347571451495,60.277980350120224,58.18370539610193,0.0476890771086681,0.0,1015.3279160667968,39.54792043389729,10.41195219262154,336.96625358416816,29.441815170910942,9.138788319262249,0.224596908071619,Partly cloudy throughout the day.,fcst,Houston,15.919271851085425,78.98001632656477,3.718597143175349,9.0,Fall,Monday,False,9.944974074112904
2024-09-13,67.45772793046494,67.82165739187747,64.17682155145638,85.3302705916502,0.0127823171075944,0.0,1009.2366181988324,23.371149103487948,15.005398755910148,260.61397306953495,22.383845373054935,9.230892013857732,0.351132506532568,Partly cloudy throughout the day.,fcst,Los Angeles,14.526930521632574,66.42752000168092,3.392942724309912,9.0,Fall,Friday,False,9.51342132527679
2024-09-15,90.25210564352513,91.86270422599372,59.96162745561306,34.11718417074102,0.0085952837685284,0.0,1007.1024948158056,4.393724911622428,14.085075467411778,255.54585697691093,22.139641073067747,8.18842529266266,0.4104449890179364,Clear conditions throughout the day.,fcst,Phoenix,18.50819417083479,91.38593282268214,3.5038035491045396,9.0,Fall,Sunday,True,10.534565692209384
2024-09-09,72.73396499811501,73.89353617595329,57.74412407061719,57.4605307472779,0.0170777476202527,0.0,1012.5802153232175,11.224808037297043,10.212870194749316,307.27143582303415,26.660285986140888,8.9841319821191,0.2107928185802758,Clear conditions throughout the day.,fcst,San Jose,25.093869603856316,76.19793031203407,3.407407360843147,9.0,Fall,Monday,False,9.806052708460689
2024-09-13,74.46950119584436,74.6262374646866,58.54352494261417,62.26358036595333,0.000551625690732,0.0,1021.3642432426204,21.366965427094776,14.984278372355805,261.0892613957343,22.03578465668457,6.10377464092266,0.3432184289741048,Partly cloudy throughout the day.,fcst,New York City,15.401465495686484,76.14596890242844,2.5264519900109095,9.0,Fall,Friday,False,9.154863297111088
2024-09-12,67.20388267202708,66.62129750905508,60.69345497455297,83.90984349962432,-0.0019216248326452,0.0,1006.051016064724,44.56574158277502,14.832603230126548,268.73475742949455,22.84419677419521,9.06221546641475,0.3134508278997893,Partly cloudy throughout the day.,fcst,San Diego,4.570301993729013,67.48035011485283,3.6507050988703096,9.0,Fall,Thursday,False,9.87597150036546
2024-09-13,67.77604021661908,70.31186461587906,53.2252966785259,58.877821339535714,-0.004136571566707,0.0,1007.7443724239678,6.49350919575242,15.01947899896448,266.9360457633777,21.99107841487867,8.062771387790523,0.3231837791438529,Clear conditions throughout the day.,fcst,San Jose,25.082408815054126,75.34256744906845,3.2247710121043207,9.0,Fall,Friday,False,9.64974672835978
2024-09-11,73.69112158448745,72.62028784172655,56.5535503427702,59.00313358326208,0.0034639764152745,0.0,1021.788091023749,10.160254979288402,14.584235065251502,266.6855150575184,22.835958135513707,5.80266955914916,0.2513022582597889,Clear conditions throughout the day.,fcst,New York City,16.566167873160758,76.64318470905604,2.5582235181910713,9.0,Fall,Wednesday,False,9.048006959679489
2024-09-17,78.48123208064935,78.9753703840894,52.97442811478145,41.99163807626643,0.0073328479853766,0.0,1017.4738567625692,8.282839248660897,14.729063802075704,202.57932154751455,17.642840844295282,7.112280312413135,0.4955737132167659,Clear conditions throughout the day.,fcst,Chicago,15.035059969319578,79.82371780814562,3.786173441003834,9.0,Fall,Tuesday,False,9.47586294868004
2024-09-12,74.34622149054393,75.44235082999649,59.67714076718093,56.28675032805293,-0.0208124007491565,0.0,1016.0876340631902,11.984700278906592,14.971038780633023,243.42671286095276,21.363780101046856,7.090743055478655,0.3094418953414591,Clear conditions throughout the day.,fcst,Chicago,17.038790393168664,79.0572832267333,2.8316121102369523,9.0,Fall,Thursday,False,9.376222512387658
2024-09-20,66.07343748681545,66.62037000883193,53.19591682264819,65.75198032419755,4.004586273986079e-05,0.0,1011.828044554012,31.25385895137035,15.319859652984086,240.32320326756695,20.3136903069455,9.271344632854593,0.5913672254374917,Partly cloudy throughout the day.,fcst,San Diego,1.9694656162080288,74.53005259517174,2.612135689210589,9.0,Fall,Friday,False,9.098967458877391
2024-09-21,77.61880258451164,78.16247346188796,59.592836985553646,58.39790669748788,-0.0123034194180528,0.0,1019.813531971398,10.889936667838093,15.313601143421334,192.01817610083873,16.883251447003914,7.1737501734798785,0.6199192630587167,Clear conditions throughout the day.,fcst,Chicago,15.074876046261812,79.09957307765102,3.910931262309376,9.0,Fall,Saturday,True,10.147493090860165
2024-09-07,73.74134343603362,73.44837360831026,60.453849703878674,63.9860923090213,0.0080514822372979,0.0,1012.1399053018512,14.394577546921283,10.202469579357462,268.46477607038804,23.49763341301362,9.02229646477467,0.1541558797671079,Clear conditions throughout the day.,comb,San Jose,27.51216052990181,77.00985200815516,3.390155114572263,9.0,Fall,Saturday,True,9.982064558591858
2024-09-10,75.86816620102167,76.75491448418215,58.70128094593553,54.28240586944783,0.0241979480310907,0.0,1010.1851818294832,6.787741234841635,11.88185484049632,279.20735502213313,23.20447151913735,8.984832201039213,0.2501289199573157,Clear conditions throughout the day.,fcst,Los Angeles,18.985629955296844,79.4010790391043,3.8065235090405185,9.0,Fall,Tuesday,False,9.90134847049988
2024-09-14,72.32625865958227,74.93653080051725,62.409816645989835,64.80143850626251,0.0633360062784682,0.0,1019.0989099871116,34.767276949286895,15.062171945888092,97.03761931505328,6.66591689674699,1.8503252120070368,0.3814485909186593,Partly cloudy throughout the day.,fcst,Chicago,12.353658126653796,76.86553692402781,1.8065400648186671,9.0,Fall,Saturday,True,8.911713302905534
2024-09-17,77.31460456602989,78.77748383212139,52.631090689314405,42.87438679245618,0.0017089423986439,0.0,1018.0600080235362,6.362058421228761,14.82210066822379,199.46863427805505,17.721075573448214,7.270961487982905,0.4828206617195136,Clear conditions throughout the day.,fcst,Chicago,14.82600742938465,79.63767891144273,3.8787270202370183,9.0,Fall,Tuesday,False,9.598999109632434
2024-09-09,78.6491351804664,79.41003542752621,64.74917098638313,64.63652969820893,-0.0117248225350182,0.0,1010.3074917145632,24.64315084010249,9.88610671856686,290.21925452858807,24.8912578133322,8.841181406835064,0.2488197223699615,Partly cloudy throughout the day.,fcst,San Diego,7.753779960844604,80.90056880868342,3.6028938257536938,9.0,Fall,Monday,False,10.443266913620938
2024-09-17,64.69300413206078,66.60201476888079,45.232581412242126,50.07677978056704,-0.0044880317162884,0.0,1011.1416364265178,2.5058867718219595,15.19730938398324,268.15595252845895,22.629581574469956,8.721394558249445,0.4927117979051051,Clear conditions throughout the day.,fcst,Los Angeles,18.1738908147129,78.04057597544058,2.4351776235839067,9.0,Fall,Tuesday,False,9.069492522250515
2024-09-14,74.04207825080138,72.55826039968456,60.946786214594994,65.1006708862038,0.0579798044997543,0.0,1019.0243911921598,36.124350626665695,15.135993604031237,91.76057543347493,8.48886149162014,2.13414256394256,0.3939023521447657,Partly cloudy throughout the day.,fcst,Chicago,11.49576034878095,74.47344239758161,1.858075621531694,9.0,Fall,Saturday,True,8.840517139487034
2024-09-09,64.21026171512025,65.2580721518451,45.80731241301159,50.56987227190406,-0.0036820744187444,0.0,1020.0455681565904,1.5637758415398095,10.365251566432972,312.23232964346863,27.684414623643093,7.012962678631579,0.258157104173875,Clear conditions throughout the day.,fcst,Philadelphia,24.813711697427415,78.64795308503409,3.040053179309278,9.0,Fall,Monday,False,9.550300917191432
2024-09-08,63.837671783528656,63.99245951314568,45.98007196308468,57.61506414431065,0.0071522823623743,0.0,1016.5741632379666,10.064379081767395,9.808693774187311,280.48653780996545,24.339760248929377,8.039415160756205,0.1839203807711492,Clear conditions throughout the day.,fcst,New York City,17.28887251987413,79.19742507085871,3.726253100217696,9.0,Fall,Sunday,True,9.924199645736506
2024-09-13,83.86321890825829,87.62775753497966,71.79567818698618,65.17177578193217,0.030510646103468,0.0,1009.2439946754134,32.368712587258784,14.78856738111591,271.58247696103905,22.695862649157387,9.027811343164108,0.3567630046886588,Partly cloudy throughout the day.,fcst,San Antonio,17.22968797537222,88.25303427756369,2.9832850662763595,9.0,Fall,Friday,False,10.912306026609505
2024-09-11,77.27294968816659,77.12094048006605,75.42566540588041,90.66067234791352,0.3520070269247765,0.0,1007.5732815202851,84.57221192890601,8.811401455554394,26.239950055619957,0.0588812626788286,-0.1577198932236948,0.2841926335237957,Partly cloudy throughout the day with a chance of rain throughout the day.,fcst,Houston,3.4988027947851617,79.74192444024219,2.0199117599224308,9.0,Fall,Wednesday,False,9.922320184928804
2024-09-09,70.93652397892198,69.42610718723567,51.027299797728695,46.415023495814886,-0.0026521018662207,0.0,1019.9558191883608,3.283922947927319,10.414574630684104,276.6943113362615,24.49810168749434,7.054983795071612,0.1957525483879757,Clear conditions throughout the day.,fcst,Chicago,22.312803105344297,77.05051376898149,2.9695702888582893,9.0,Fall,Monday,False,9.077582580520914
2024-09-14,74.7433027150216,73.79867247856463,60.04591798165136,63.71181355307608,0.0568810715470827,0.0,1018.626074365511,33.85249133158173,14.996654704575306,98.71561289797356,7.4098507000349425,1.951883424595578,0.4096016118486388,Partly cloudy throughout the day.,fcst,Chicago,10.954606128851188,76.02667302134746,1.782836694974791,9.0,Fall,Saturday,True,8.714942271901787
2024-09-08,75.5735133280027,76.31006633427052,51.37244422938308,45.417816878076835,0.0007423446224194,0.0,1016.1324681343388,7.056967789338447,10.095169584671192,311.64631366654373,26.36301730849817,9.931015993024555,0.1932642962289026,Clear conditions throughout the day.,fcst,San Antonio,21.18437681314953,78.86173786496735,4.318457546141456,9.0,Fall,Sunday,True,9.546802514967377
2024-09-09,64.6164759542394,63.86686308291864,46.7209729094192,55.8246062908712,0.0024316369449736,0.0,1019.9770608115804,8.42765336276112,10.34243657298262,307.63242704175605,27.38110718891042,7.2121276954467,0.2125759686572543,Clear conditions throughout the day.,fcst,Philadelphia,24.455523715030782,78.0652356826235,3.1927767577804125,9.0,Fall,Monday,False,9.48025750224212
2024-09-20,65.89973441578776,66.36123872030524,56.87618651184305,69.15610525711571,-0.0018121708635442,0.0,1013.4298530277424,29.542279792944257,15.109999119718331,240.86748047714065,21.361123615557226,9.11792577197126,0.5907124247759029,Partly cloudy throughout the day.,fcst,San Diego,2.6612952471951115,75.01901594607934,2.4514319485036986,9.0,Fall,Friday,False,9.211258019719466
2024-09-18,65.69226097684205,64.73832481197469,54.38814724759805,68.97592458423937,0.0065953153132129,0.0,1012.2390350555588,15.21665040060779,15.125338277438512,248.66107084176392,22.15314062823478,8.65700781518656,0.5146825209465032,Clear conditions throughout the day.,fcst,San Diego,4.129150563445713,74.24217429902424,2.571623145443447,9.0,Fall,Wednesday,False,9.176277626497804
2024-09-12,68.08986416956644,68.31832136249879,54.92225041367203,71.07571448114561,0.0050454156299335,0.0,1006.961762082424,20.91801139063137,14.808827548342864,261.99138168391596,22.67317660393356,8.03224437860748,0.3431643196271479,Clear conditions throughout the day.,fcst,San Jose,21.873679588135957,74.11602065487779,3.4289480570034856,9.0,Fall,Thursday,False,9.833378027976204
2024-09-11,78.6579874031502,77.40546844501458,73.51326621150767,91.23270176899756,0.3528512709666884,0.0,1008.1917686379684,83.11410432801851,8.737589246544044,10.340073581600814,1.7131834948974245,0.158913933785645,0.2497647117318461,Partly cloudy throughout the day with a chance of rain throughout the day.,fcst,Houston,4.072749428702095,80.2125028204965,1.9592068748258669,9.0,Fall,Wednesday,False,9.783307552728962
2024-09-19,78.44985728190204,77.25800994747247,55.19570888166086,48.759836969744015,-0.0107585398622171,0.0,1015.5229469684502,12.462359722155362,14.958727284467336,202.69311896376584,16.93137160496583,6.81426950056834,0.5602550478322397,Clear conditions throughout the day.,fcst,Chicago,17.523828110820862,80.13781535855134,2.547517878797078,9.0,Fall,Thursday,False,9.195929766776628
2024-09-14,73.90878863866989,74.34819730130027,59.36872480282128,69.55026179858704,0.0598531660126633,0.0,1018.7837490225892,37.087322067231334,14.712180374142122,95.15896800650916,7.1123125367279,1.8712554530756027,0.3822273065854336,Partly cloudy throughout the day.,fcst,Chicago,12.3621977851862,76.68170929164647,1.9135899901440656,9.0,Fall,Saturday,True,8.77236624268844
2024-09-08,80.01633716044932,82.36759329367831,66.71085077681617,62.633164177041934,0.0063791992253838,0.0,1007.8675132641296,32.34267971236678,9.638484921099536,256.12212574811576,22.2577142879381,8.149106734502906,0.1942966322940073,Partly cloudy throughout the day.,fcst,San Diego,9.453098573450095,82.23513082728395,3.2509929741768397,9.0,Fall,Sunday,True,10.26352922224518
2024-09-14,84.68435022482292,89.51027217105793,73.62345929015108,68.98994529675885,0.0711068810705889,0.0,1010.0030318777106,37.68499590721107,14.876575015317156,267.0777523784951,22.936719750265436,7.932325482843006,0.3843743378128561,Partly cloudy throughout the day.,fcst,San Antonio,16.185997918605786,90.65754467876138,2.9052515793516913,9.0,Fall,Saturday,True,11.173290561927097
2024-09-14,72.49438013550268,74.49117274273549,60.850420023229105,65.95818661865256,0.0635294814978479,0.0,1019.2120723763892,35.260368448621676,15.30552671806997,99.08929369835712,7.186174375369651,1.705112177610096,0.3691331391535616,Partly cloudy throughout the day.,fcst,Chicago,12.188299678372156,75.66058674532674,1.6949226032436393,9.0,Fall,Saturday,True,8.61633019447152
2024-09-11,74.6322673593511,72.75409176086023,56.45011211998778,63.76077802347819,0.0029959317531041,0.0,1021.6533389435324,14.882820574675227,14.85599628492564,270.43162253435565,22.47965745312626,6.178842160457831,0.2692281239905763,Clear conditions throughout the day.,fcst,Philadelphia,22.66240519593283,76.16608077464058,1.932684347424466,9.0,Fall,Wednesday,False,8.677958156126447
2024-09-16,85.9616220132343,86.85305877759308,63.17186995921292,54.44656384639996,0.1440709443606257,0.0,1012.08635736417,46.06693248998167,15.079520765239474,270.83556643844804,23.561475028361425,7.97401668914936,0.4551159682436591,Becoming cloudy in the afternoon.,fcst,San Antonio,19.685832974448836,86.08301691040704,3.870934510526201,9.0,Fall,Monday,False,10.741360677648329
2024-09-15,86.42289991202311,87.919057350868,70.940457634058,66.6165670314849,0.0198258277515496,0.0,1011.6829597466468,17.929442467781453,14.56378053351787,270.6097013191701,23.08431366675918,8.055706757297397,0.4313337800278276,Partly cloudy throughout the day with storms possible.,fcst,Houston,17.180230396991977,92.11268415886722,2.9589172710294744,9.0,Fall,Sunday,True,11.10398101464608
2024-09-10,68.1512889676343,67.74843596908447,57.785991831279624,72.86541093297446,-0.0090960985070562,0.0,1012.3264254714542,16.472854043335868,12.593650739014237,276.4068021444493,24.066231350584264,8.992653644988017,0.2392952832058998,Clear conditions throughout the day.,fcst,San Jose,18.781033173909098,73.75645226235223,3.587794757587161,9.0,Fall,Tuesday,False,9.75614908977134
2024-09-20,67.45201560202786,66.91164656751926,49.06250789927532,60.353935697300535,0.0021945044407188,0.0,1011.4227785466004,-0.053239688286399,14.736368000296943,238.0301043907426,20.446076572977496,8.167100905880252,0.6074103340773573,Clear conditions throughout the day.,fcst,San Jose,21.409401634511475,76.59799187283461,2.5779017106054583,9.0,Fall,Friday,False,9.290737156834703
2024-09-10,68.94600395440283,70.11044768433096,56.18839342186149,56.82830784873558,0.0207108967359713,0.0,1019.745052636124,4.5373417409373555,11.98078837939152,270.1966654824132,22.4404598212183,5.8361785096872065,0.2568751882151753,Clear conditions throughout the day.,fcst,Philadelphia,21.02005221726819,76.14439021580687,2.238068468848226,9.0,Fall,Tuesday,False,8.876993650760392
2024-09-16,67.41722783915054,68.93059993406123,51.696826572723275,54.58040957130121,0.0089228305338825,0.0,1030.5114712423206,6.879117015673288,15.080707795332474,233.95539075751103,20.249638037667555,8.098997972848629,0.452207783246279,Clear conditions throughout the day.,fcst,New York City,10.278024913232596,77.10399577650638,3.0748976408115594,9.0,Fall,Monday,False,9.285797365437622
2024-09-16,91.2244560491173,93.18524593838266,62.20077205981245,38.57270564064659,-0.0086789964144674,0.0,1006.7461423192624,11.540209968270588,15.130847593708816,233.76595857251257,21.639963435411353,8.196575034180833,0.4751259717511277,Clear conditions throughout the day.,fcst,Phoenix,13.907549762786,92.10191374138394,3.3434129790172253,9.0,Fall,Monday,False,10.673890635767735
2024-09-17,67.9501985923497,68.61400672927387,52.56721551921605,60.151534845777334,0.0033498224061053,0.0,1026.3264150061596,75.67948719340187,15.068692428897636,196.63526270513165,17.483662416165146,6.798853228780221,0.4951614214008315,Partly cloudy throughout the day.,fcst,Philadelphia,18.124846307842542,76.14204778729442,3.2531670449001235,9.0,Fall,Tuesday,False,9.591581434287528
2024-09-09,64.55781014246732,63.775178603446946,46.06664628027218,52.81155278413509,-0.0072451662658144,0.0,1020.7016550281094,1.4832998667090838,10.495760410867687,301.14041128739194,27.669773511082248,6.8897584696961935,0.2390271451795738,Clear conditions throughout the day.,fcst,Philadelphia,25.022269998658167,78.23128875780115,3.121739468559812,9.0,Fall,Monday,False,9.473915803002583
2024-09-13,89.99797847097628,88.38425621319269,44.09772721682078,23.177607412449955,0.0061702698379206,0.0,1007.056769480402,3.363698561462225,15.043148873160556,267.6039446565575,23.114835528423892,9.24516121446572,0.3502676635195528,Clear conditions throughout the day.,fcst,Phoenix,24.173254310926325,86.88049855366437,3.306473009997307,9.0,Fall,Friday,False,9.257681210988084
2024-09-10,66.96934802566105,67.46155444556673,56.58465667449468,68.98130186027171,0.0036023983761225,0.0,1013.139861976756,17.66863636679792,12.864803048446335,272.0350747629422,23.329440217832012,9.161165923056451,0.2504889897946021,Clear conditions throughout the day.,fcst,San Jose,20.447273497064295,73.64088815238398,3.606855230164982,9.0,Fall,Tuesday,False,9.803287599661152
2024-09-11,73.38318624855253,72.64823104677068,58.27553188060651,59.03096049055402,0.0019653633170503,0.0,1021.2737708847832,11.914172319817318,15.131828428334538,257.36429656698283,22.960479820352734,5.877866817367704,0.2362373645095257,Clear conditions throughout the day.,fcst,Philadelphia,21.24454287887136,75.51615947816057,2.050900450664812,9.0,Fall,Wednesday,False,8.852233764025272
2024-09-09,75.19423423385953,75.22146669331671,52.02041996069588,43.55344930209633,0.0160806918454718,0.0,1016.5967807075156,16.2034535829623,10.156787119779263,338.2598011264299,29.535165697693692,8.81895779032879,0.2031260023655204,Clear conditions throughout the day.,fcst,San Antonio,24.596909172559723,76.78521694495399,3.768231489369126,9.0,Fall,Monday,False,9.496728185095638
2024-09-14,68.44042964928995,68.87017545989102,56.16862930886046,61.204079463430794,-0.0057610961439505,0.0,1009.6429678525066,9.021262914039998,15.084287835894342,253.23993141398677,21.756366133179373,8.042138716645567,0.3831552646228398,Clear conditions throughout the day.,fcst,San Jose,22.274107179882453,75.13234458383712,3.204025393896876,9.0,Fall,Saturday,True,9.6353664289745
2024-09-17,69.17034305532395,67.93695397616709,51.4312630022322,55.67781471710745,0.1335942626702851,0.0,1027.7763218268533,68.2750389178003,15.040665301999123,222.63748114559948,19.76434441320376,8.049134472020002,0.4976356149820463,Partly cloudy throughout the day with a chance of rain.,fcst,New York City,11.666547328636844,77.33331240689424,3.2579512124521592,9.0,Fall,Tuesday,False,9.572515179715952
2024-09-16,79.33414979378186,78.87815366679355,59.18804523826125,51.130331547791506,0.0136111134894263,0.0,1016.9300447392044,63.03683852132447,15.09284748116024,138.48655598231778,12.698380616529167,6.991183753959599,0.4581088269099835,Partly cloudy throughout the day.,fcst,Chicago,17.866233978685212,79.70783068928067,2.9994979073345833,9.0,Fall,Monday,False,9.564163461034717
2024-09-11,71.42338368946608,72.90216155236074,57.37734024991732,61.54466999090397,0.0075966142765294,0.0,1022.2272254899316,10.230993147647606,15.071790449100464,258.5428512263983,22.662334613616288,6.347825317667563,0.2405498750784148,Clear conditions throughout the day.,fcst,Philadelphia,22.32242932673871,76.29107011461117,1.9645190147929523,9.0,Fall,Wednesday,False,8.790377241760977
2024-09-20,84.31540176605793,84.62093562939248,71.20839044308546,72.53029853137579,0.2704453867796637,0.0,1013.058459467986,24.127139150714022,15.051164539767916,246.56559427670004,21.90355170371832,8.096409365464462,0.5986250925468586,Partly cloudy throughout the day with storms possible.,fcst,Houston,14.150794747396205,89.69903356097973,3.057747343063051,9.0,Fall,Friday,False,11.032850358228185
2024-09-13,74.27655411146894,74.11559214389173,60.8705607117103,60.30927735797765,-0.0019238242727134,0.0,1021.1943781824205,17.60414502599919,15.437928374168736,258.95276838504896,21.69465230655051,5.874717359085875,0.3452980966186827,Partly cloudy throughout the day.,fcst,New York City,14.959158126135916,77.26089670405327,2.567506702005337,9.0,Fall,Friday,False,9.045172885884222
2024-09-18,75.55707898717544,76.38266993113002,48.28382023806358,39.454499579181,0.0070307817845411,0.0,1017.5693067888,11.495081860816656,15.46973177526486,201.1640680287619,17.591653844690242,7.157660949618033,0.512739233548372,Clear conditions throughout the day.,fcst,Chicago,17.771098714199123,78.31083626350365,3.063883796969606,9.0,Fall,Wednesday,False,9.024498127487586
2024-09-07,57.375048347615554,60.10923620335604,41.55930348537753,57.06310159597907,-0.0024380160668554,0.0,1022.4980776718412,17.4256902477549,10.067602129409996,188.02462873356612,16.96216421326405,8.00867235674808,0.159250164276305,Clear conditions throughout the day.,comb,Chicago,11.970318141103418,84.6435986366491,4.199879916228367,9.0,Fall,Saturday,True,10.848948432630449
2024-09-13,82.94760199353054,87.44452182025819,72.37314288792147,64.56671026990627,0.0131019668887897,0.0,1010.054310478106,32.952326289831404,15.260348053375512,270.73726326627946,22.45049617293548,8.899123872889376,0.3419990367567521,Partly cloudy throughout the day.,fcst,San Antonio,17.70198865933838,88.3569486398189,2.9825909514172433,9.0,Fall,Friday,False,10.962841970434091
2024-09-10,75.99402868764055,78.39852870775366,59.89157194427068,53.27205056575282,0.0130212188453691,0.0,1010.5548571884926,11.509274624123105,12.44825321465656,277.5019172767554,24.21078958537268,9.134315288691685,0.2768228796154728,Clear conditions throughout the day.,fcst,Los Angeles,18.89344843405936,78.02668269227033,3.8270528925883127,9.0,Fall,Tuesday,False,9.874084251710304
2024-09-15,87.75512358821346,88.5831337813449,68.0879839883702,54.16780882056469,0.0160353061515857,0.0,1011.7005106370044,28.586123743549777,15.225887549417624,270.9087762801842,23.67237412621686,8.219962271376588,0.426353471212142,Partly cloudy throughout the day.,fcst,San Antonio,21.05129608946756,89.76381900503767,3.755022656803634,9.0,Fall,Sunday,True,11.155999698278809
2024-09-21,67.07759833912789,67.47129306009248,52.81189050945219,65.54134683768633,-0.0026179159749877,0.0,1011.7296169454236,60.99785235442889,15.012669890061463,214.17321879751708,19.41651328885819,8.032176054552265,0.6099020493175038,Partly cloudy throughout the day.,fcst,San Jose,15.002463884677276,75.84998287912292,2.6843934775605622,9.0,Fall,Saturday,True,9.273805639431137
2024-09-19,83.09589127207063,84.61523331390711,68.48808326778733,65.95845423632211,0.0048679176630263,0.0,1012.3341769254922,61.17812784360422,14.737134015897816,231.46337194034743,20.36754481931477,6.854321776907906,0.5482483840594363,Partly cloudy throughout the day.,fcst,San Antonio,22.153518217193263,86.78023320681078,3.2862097375923898,9.0,Fall,Thursday,False,10.892227880670225
2024-09-08,76.5777255051281,76.67210435460797,50.98459632322616,43.05622055561128,-0.0059489170605688,0.0,1015.4303124976856,7.141301074566012,10.21807743373155,308.2625267990847,26.218538717356537,10.016861864866907,0.1804886923265022,Clear conditions throughout the day.,fcst,San Antonio,21.14204790231186,78.2525198757615,4.330310464942449,9.0,Fall,Sunday,True,9.599760436448175
2024-09-12,77.80714639124231,80.41499234733256,70.27363935062411,79.89524375195131,0.1068770543044532,0.0,1008.5433680225676,42.01687131408606,12.251464820288454,194.4329746758143,15.555954374462496,5.857465469890632,0.2958798471508073,Partly cloudy throughout the day.,fcst,Dallas,13.16368896350674,78.42518578721601,2.9157654195283733,9.0,Fall,Thursday,False,10.2157462186159
2024-09-11,75.93931039144383,74.6614710222582,55.40402823097991,50.43519582751381,0.0067791314120654,0.0,1015.525397344956,7.838883425000286,14.986498802913408,239.04785416710328,21.931401182704388,7.033764291726985,0.2655464147858635,Clear conditions throughout the day.,fcst,Chicago,20.43347830929415,78.17280708252086,2.909832849231768,9.0,Fall,Wednesday,False,9.071895852031052
2024-09-08,95.9812990949234,91.76075856185092,48.39879940696215,18.9725908266548,0.0040137370975871,0.0,1008.4532454204232,13.124749237970189,9.85260502994946,288.58486904914116,25.439522118368103,9.112468237440025,0.2058847322762354,Clear conditions throughout the day.,fcst,Phoenix,16.61928789770517,92.13529583640688,3.971242904635163,9.0,Fall,Sunday,True,9.911181402133597
2024-09-08,89.29915527345605,87.30035906217803,54.95179163967676,35.71161410716177,0.0116307419132266,0.0,1009.2006020119842,24.641847596464032,10.019158809881535,292.3982593395624,24.36856603746615,8.705350515484353,0.1793489928753088,Partly cloudy throughout the day.,fcst,Los Angeles,25.23482869781509,86.67496814111122,2.4870274735115445,9.0,Fall,Sunday,True,9.5314543563049
2024-09-15,75.10414099827526,73.76144882461954,59.987659970783454,54.982649086126266,0.0020789453596193,0.0,1017.120867033694,90.13784701703894,15.08912946359821,104.8793317030951,9.438453451519557,5.106660437953417,0.4304431788915756,Partly cloudy throughout the day.,fcst,Chicago,11.080117206902203,78.02794614242795,2.156965649185177,9.0,Fall,Sunday,True,8.957658570494726
